rank	crate_id	name	downloads
929	629004	aws-smithy-checksums	77484623
930	290575	ouroboros_macro	77459643
931	105049	crossterm_winapi	76942509
932	14144	dialoguer	76838151
933	31892	crc32c	76765785
934	110	cssparser	76274622
935	6753	salsa20	76254311
936	1833	typed-arena	76119292
937	5176	bit_field	75776619
938	729745	wasite	75651635
939	1806469	compression-codecs	75645936
940	1438386	ureq-proto	75222503
941	6758	chacha20poly1305	75189311
942	435355	reqwest-middleware	74992349
943	101456	actix-server	74696469
944	101444	actix-codec	74618758
945	1806452	compression-core	74549996
946	196618	cxxbridge-macro	74355697
947	503470	prost-reflect	74323990
948	192866	cxx	74291370
949	101454	actix-utils	74221039
950	134715	serde-wasm-bindgen	74036542
951	244576	zvariant_derive	74031758
952	119668	actix-router	74030796
953	6938	ena	74030323
954	100962	actix-service	74030139
955	297932	proc-macro2-diagnostics	73965454
956	193679	zvariant	73959453
957	1654003	windows-threading	73891574
958	102371	enum_dispatch	73888710
959	5364	slog	73862654
960	1041732	enum-ordinalize-derive	73836139
961	266923	zbus_macros	73793172
962	201683	link-cplusplus	73761133
963	262139	zbus	73746102
964	82773	sqlparser	73728173
965	70550	procfs	73449520
966	76715	json5	73434710
967	282801	cxxbridge-flags	73430020
968	186731	k256	73353967
969	2023	secp256k1	73207200
970	778	fsevent-sys	72953544
971	566344	backon	72802736
972	5374	leb128	72555321
973	484466	objc2-foundation	72364051
974	285261	nanorand	72360246
975	58018	arrow	72343781
976	735301	arrow-ord	72292564
977	750077	arrow-arith	71975147
978	17305	getset	71858544
979	909415	typed-builder-macro	71827638
980	107844	cookie_store	71805589
981	181452	governor	71696412
982	735302	arrow-string	71573522
983	66839	console_error_panic_hook	71508009
984	983985	hickory-proto	71387796
985	221682	simba	71021938
986	631904	aligned-vec	70922641
987	750080	arrow-row	70839977
988	1506	lz4	70640420
989	1586885	aws-smithy-http-client	70511926
990	257735	utf8-width	70457444
991	58399	parquet	70417400
992	229749	wiremock	70375504
993	95665	logos	70367184
994	95666	logos-derive	70347065
995	4891	error-chain	70277501
996	4194	assert_matches	70141727
997	8320	scroll_derive	70109270
998	429318	zbus_names	69963594
999	185725	actix-macros	69928468
1000	188309	secp256k1-sys	69818472
